cve_id,product_name,cvss_base_score,cisa_kev,first_epss
CVE-2023-9945,Core Banking Framework,5.9,False,0.03488
CVE-2022-2324,Identity Provider SaaS,7.6,False,0.04084
CVE-2026-4072,Web Application Firewall,8.7,False,0.00796
CVE-2023-8330,Core Banking Framework,5.6,True,0.89785
CVE-2026-6801,Core Banking Framework,7.8,False,0.02173
CVE-2023-9932,Core Banking Framework,6.6,False,0.80864
CVE-2025-7799,Core Banking Framework,4.4,False,0.01667
CVE-2026-5175,Identity Provider SaaS,8.8,False,0.01245
CVE-2022-8339,Core Banking Framework,5.9,False,0.04253
CVE-2022-9053,Web Application Firewall,4.1,False,0.03823
CVE-2026-5465,Identity Provider SaaS,4.0,False,0.02042
CVE-2024-9319,Embedded IoT Gateway,7.4,False,0.01889
CVE-2024-4152,Core Banking Framework,7.8,False,0.02496
CVE-2022-3502,Enterprise Router OS,6.8,False,0.04749
CVE-2024-5496,Enterprise Router OS,7.9,False,0.67719
CVE-2026-8574,Embedded IoT Gateway,6.5,False,0.69421
CVE-2023-8721,Identity Provider SaaS,6.7,False,0.04556
CVE-2024-3703,Web Application Firewall,7.5,False,0.00307
CVE-2025-3205,Web Application Firewall,8.0,False,0.04436
CVE-2023-6854,Core Banking Framework,8.8,False,0.43638
CVE-2022-8114,Cloud Database Engine,8.1,False,0.04707
CVE-2023-9945,Web Application Firewall,6.0,True,0.96323
CVE-2025-6301,Cloud Database Engine,9.6,False,0.00402
CVE-2022-4104,Core Banking Framework,7.2,False,0.00616
CVE-2023-5859,Embedded IoT Gateway,6.1,False,0.44314
CVE-2022-5737,Embedded IoT Gateway,4.9,False,0.00817
CVE-2023-7619,Cloud Database Engine,9.0,False,0.00822
CVE-2023-8805,Web Application Firewall,8.7,False,0.00066
CVE-2026-2069,Enterprise Router OS,6.8,False,0.00332
CVE-2025-2693,Cloud Database Engine,6.8,False,0.03353
CVE-2022-2959,Core Banking Framework,9.9,False,0.01016
CVE-2025-2291,Core Banking Framework,8.4,False,0.04199
CVE-2023-6486,Identity Provider SaaS,8.8,False,0.0211
CVE-2026-1663,Enterprise Router OS,7.1,False,0.04853
CVE-2023-6592,Enterprise Router OS,8.4,False,0.8812
CVE-2026-3931,Core Banking Framework,7.5,False,0.03939
CVE-2026-8266,Embedded IoT Gateway,5.5,False,0.89205
CVE-2022-3049,Enterprise Router OS,7.8,False,0.02319
CVE-2023-1262,Identity Provider SaaS,7.5,True,0.82531
CVE-2026-5107,Web Application Firewall,9.0,False,0.43902
CVE-2024-9110,Enterprise Router OS,7.1,False,0.02574
CVE-2026-3731,Embedded IoT Gateway,5.7,False,0.04982
CVE-2026-4440,Web Application Firewall,9.5,False,0.03493
CVE-2023-5736,Cloud Database Engine,6.4,False,0.82548
CVE-2024-1699,Identity Provider SaaS,5.8,True,0.73322
CVE-2026-8400,Embedded IoT Gateway,6.1,False,0.02305
CVE-2024-5488,Enterprise Router OS,8.2,False,0.01594
CVE-2026-3914,Identity Provider SaaS,9.1,False,0.02728
CVE-2025-7668,Cloud Database Engine,4.0,True,0.91524
CVE-2025-7420,Identity Provider SaaS,9.4,False,0.00325
CVE-2022-8996,Embedded IoT Gateway,5.9,False,0.00994
CVE-2023-8806,Identity Provider SaaS,6.1,False,0.00643
CVE-2025-2353,Core Banking Framework,7.0,False,0.02198
CVE-2025-4709,Enterprise Router OS,6.3,False,0.44818
CVE-2026-2707,Cloud Database Engine,4.6,False,0.03513
CVE-2025-9571,Cloud Database Engine,7.4,False,0.47268
CVE-2023-8805,Core Banking Framework,4.6,True,0.54585
CVE-2023-9308,Identity Provider SaaS,8.0,False,0.41732
CVE-2025-5380,Cloud Database Engine,8.8,True,0.83179
CVE-2023-7619,Core Banking Framework,7.7,False,0.01828
CVE-2022-5611,Web Application Firewall,6.9,False,0.04038
CVE-2024-2899,Web Application Firewall,5.3,False,0.02437
CVE-2022-2542,Identity Provider SaaS,5.3,False,0.04127
CVE-2026-1133,Core Banking Framework,6.8,False,0.00637
CVE-2023-2679,Identity Provider SaaS,7.9,False,0.03588
CVE-2025-9666,Embedded IoT Gateway,4.7,False,0.03326
CVE-2026-1659,Identity Provider SaaS,6.4,False,0.03079
CVE-2026-2069,Identity Provider SaaS,9.8,False,0.02682
CVE-2024-3489,Embedded IoT Gateway,9.4,False,0.02615
CVE-2026-4343,Identity Provider SaaS,5.4,False,0.04793
CVE-2022-6463,Cloud Database Engine,9.3,False,0.03195
CVE-2026-5910,Cloud Database Engine,5.9,True,0.83106
CVE-2025-2484,Cloud Database Engine,8.9,False,0.02724
CVE-2026-2060,Cloud Database Engine,7.1,False,0.0166
CVE-2022-2959,Identity Provider SaaS,8.3,False,0.01208
CVE-2025-8192,Cloud Database Engine,4.2,False,0.03456
CVE-2023-9815,Identity Provider SaaS,9.6,False,0.01152
CVE-2026-8041,Web Application Firewall,5.0,False,0.4598
CVE-2022-1698,Core Banking Framework,9.7,False,0.01435
CVE-2026-5330,Embedded IoT Gateway,4.2,False,0.02129
CVE-2024-1395,Cloud Database Engine,9.1,False,0.03919
CVE-2022-6917,Cloud Database Engine,7.5,False,0.02744
CVE-2026-1133,Web Application Firewall,5.2,False,0.00859
CVE-2025-4141,Cloud Database Engine,8.0,False,0.03651
CVE-2026-1412,Web Application Firewall,7.3,False,0.01517
CVE-2026-7316,Embedded IoT Gateway,8.4,False,0.00672
CVE-2026-2060,Core Banking Framework,9.0,False,0.04024
CVE-2023-7184,Cloud Database Engine,4.3,False,0.00456
CVE-2023-1539,Cloud Database Engine,4.2,False,0.00631
CVE-2024-2409,Identity Provider SaaS,7.5,False,0.02365
CVE-2023-9932,Embedded IoT Gateway,6.7,False,0.02529
CVE-2025-3747,Web Application Firewall,4.1,False,0.00689
CVE-2023-1466,Cloud Database Engine,7.1,False,0.02487
